date,username,tweet,keyword,Normalisasi
2022-06-28 08:47:17+00:00,cantiknyataynew, den jelek klo ngambeuk  thumbs down ,jelek,aku jelek kalau ngambek thumbs down
2022-06-28 08:47:13+00:00,nosyacey, pls itu gue jelek bgt,jelek,tolong itu aku jelek banget
2022-06-28 08:47:06+00:00,hourlylunar,foto ktp w jelek bgt anjrit kaya buronan  ,jelek,foto ktp aku jelek banget anjing kaya buronan
2022-06-28 08:47:00+00:00,minft,uridu jelek bgt snyalnya  relieved face  relieved face  relieved face  relieved face  relieved face  relieved face  relieved face  relieved face  relieved face  relieved face  relieved face  relieved face  relieved face ,jelek,uridu jelek banget sinyalnya relieved face relieved face relieved face relieved face relieved face relieved face relieved face relieved face relieved face relieved face relieved face relieved face relieved face
2022-06-28 08:46:58+00:00,Iiathekid, tapi tapi kek anjbanget jelek seumur hidup fakk,jelek,tapi tapi seperti anjbanget jelek seumur hidup fakk
2022-06-28 08:46:45+00:00,shibalgirl, udah jelek mana seumur hidup anj dasar,jelek,udah jelek mana seumur hidup anjing dasar
2022-06-28 08:46:34+00:00,ezaraidd,aku juga ada handsfree yang menurutku cukup mahal  dan itupun tidak bertahan lama  bukan karena product nya gagal a  ,jelek,aku juga ada handsfree yang menurutku cukup mahal dan itupun tidak bertahan lama bukan karena product nya gagal a
2022-06-28 08:46:30+00:00,aomanda, mau meme jelek  pleading face  backhand index pointing right  backhand index pointing left ,jelek,mau meme jelek pleading face backhand index pointing right backhand index pointing left
2022-06-28 08:46:22+00:00,Azmimumu010200, udah mah jelek seumur hidup lagi face with tears of joy  face with tears of joy ,jelek,udah mah jelek seumur hidup lagi face with tears of joy face with tears of joy
2022-06-28 08:46:01+00:00,pjchynto,kalo bahasa inggrisku jelek berarti bahasa inggrisku ga bagus ,jelek,kalo bahasa inggrisku jelek berarti bahasa inggrisku tidak bagus
2022-06-28 08:45:38+00:00,powerstranger_, yang good looking  yang jelek mah dianggap botol obat sakit mata ,jelek,yang good looking yang jelek mah dianggap botol obat sakit mata
2022-06-28 08:45:29+00:00,MinGG72,  mungkin dia yg munya maxim takut maxim dpt nama rating jelek  face without mouth  kaya  perusahaan  ,jelek,mungkin dia yang munya maxim takut maxim dpt nama rating jelek face without mouth kaya perusahaan
2022-06-28 08:45:20+00:00,convomfs, thought balloon  tuhan bersama orang orang yang pasrah foto ktp nya jelek,jelek,thought balloon tuhan bersama orang orang yang pasrah foto ktp nya jelek
2022-06-28 08:45:08+00:00,gyaakutarou,yang jelek dari film ini plot twistnya gak kerasa plot twist sama endingnya agak gantung sama maksa,jelek,yang jelek dari film ini plot twistnya tidak kerasa plot twist sama endingnya agak gantung sama maksa
2022-06-28 08:45:05+00:00,weirdfengs,entah siapa yg ngawalin bikit jaket almamater model jelek  harusnya bisa kayak sekolah luar varsity bagus ,jelek,entah siapa yang ngawalin bikit jaket almamater model jelek harusnya bisa kayak sekolah luar varsity bagus
2022-06-28 08:45:03+00:00,discrepanc, lu dari awal ribut soal jelek nan gendut  gamau usaha diet kah  ini sih the real lu yang insecure oran  ,jelek,kamu dari awal ribut soal jelek nan gendut gamau usaha diet kah ini sih the real kamu yang insecure oran
2022-06-28 08:44:56+00:00,aleonxj, dek mas lagi kumat   dek peluk   dek gemes banget sih kamu   pacar siapa ini   dek mas kalo clingy jelek banget ya  ,jelek,dek mas lagi kumat dek peluk dek gemes banget sih kamu pacar siapa ini dek mas kalo clingy jelek banget ya
2022-06-28 08:44:52+00:00,iintrflys,idk basically au yang bawa agama tuh jelek  udh dijelasin sama banyak orang di reply  ,jelek,idk basically au yang bawa agama tuh jelek udah dijelasin sama banyak orang di reply
2022-06-28 08:44:27+00:00,nosyacey, kal gue jelek bgt,jelek,kal aku jelek banget
2022-06-28 08:44:19+00:00,nosyacey, jelek bgt,jelek,jelek banget
2022-06-28 08:43:50+00:00,ditendangmama,malu ah mau ngetwit tulisan gua jelek takut kalian nggak bisa bacanya,jelek,malu ah mau ngetwit tulisan aku jelek takut kalian tidak bisa bacanya
2022-06-28 08:43:41+00:00,woowyo, i m so sorry  tapi aku ga pernah ngomongin hal yg jelek bahkan cursing soal nmx dalam isu ini jadi aku n  ,jelek,i m so sorry tapi aku tidak pernah ngomongin hal yang jelek bahkan cursing soal nmx dalam isu ini jadi aku dan
2022-06-28 08:43:41+00:00,streikizz, lah buset kok kocak  sebagai cust ya wajar nanyain haknya  apalagi osnya gajelas  kalo gamau namanya je  ,jelek,lah buset kok kocak sebagai customer ya wajar nanyain haknya apalagi osnya gajelas kalo gamau namanya aja
2022-06-28 08:43:32+00:00,Haidararrash1,  sejelek jeleknya pembangkang memang lebih jelek dan pendek ,jelek,sejelek jeleknya pembangkang memang lebih jelek dan pendek
2022-06-28 08:43:26+00:00,KETOMBEJUNSEOK,lo pikir aja anak orang diginiin apa ga nangis jelek loudly crying face  double exclamation mark  ,jelek,kamu pikir aja anak orang diginiin apa tidak nangis jelek loudly crying face double exclamation mark
2022-06-28 08:43:19+00:00,ofkaenriah,  lawakan jelek   playable diundur 1 tahun  ,jelek,lawakan jelek playable diundur 1 tahun
2022-06-28 08:43:10+00:00,ss_xhypex, asli jgn deh jelek bgtt pindah posisi,jelek,asli jangan deh jelek banget pindah posisi
2022-06-28 08:42:53+00:00,arteacaa, jelek kayak wibu,jelek,jelek kayak wibu
2022-06-28 08:42:34+00:00,reveiIIe, tapi kayak kalo dark mode tampilannya jadi jelek gituu warnanya ga masuk wkwk memilih estetika smiling face with tear ,jelek,tapi kayak kalo dark mode tampilannya jadi jelek gituu warnanya tidak masuk wkwk memilih estetika smiling face with tear
2022-06-28 08:42:14+00:00,indahutar, tp typingnya jelek,jelek,tapi typingnya jelek
2022-06-28 08:42:05+00:00,shinewin15_, hmm betull  mau keluar jg cuacanya jelek malah jadi flu,jelek,hmm betull mau keluar juga cuacanya jelek malah jadi flu
2022-06-28 08:41:54+00:00,ilvtenyuw_,kok jelek bgt anjir ,jelek,kok jelek banget anjing
2022-06-28 08:41:24+00:00,spidermarklee1,9   ini narasi pertama ku maaf kalau jelek  ,jelek,9 ini narasi pertama aku maaf kalau jelek
2022-06-28 08:41:21+00:00,riauliav,he s human too woii tapi gapernah jelek   ,jelek,he s human too woii tapi gapernah jelek
2022-06-28 08:41:16+00:00,penyihirrr,  prny jelek bgt ya wkwk,jelek,prny jelek banget ya wkwk
2022-06-28 08:41:00+00:00,nosyacey, rupanya gue jelek bgt anjir,jelek,rupanya aku jelek banget anjing
2022-06-28 08:40:51+00:00,nosyacey, jelek bgt anjay,jelek,jelek banget anjay
2022-06-28 08:40:50+00:00,JVLEHA,banyak cowo jelek dengan argumen jelek dan opini jelek di replies tweet ini ,jelek,banyak cowo jelek dengan argumen jelek dan opini jelek di replies tweet ini
2022-06-28 08:40:25+00:00,jamanjju,huhu sebenernya kasian liat zuber goh v shem drawnya jelek terus loudly crying face  loudly crying face ,jelek,huhu sebenernya kasian liat zuber goh v shem drawnya jelek terus loudly crying face loudly crying face
2022-06-28 08:40:16+00:00,my_wafiqaz, berasa paling pas dn bagus ternyata tetap jelek  loudly crying face ,jelek,berasa paling ketika dan bagus ternyata tetap jelek loudly crying face
2022-06-28 08:40:10+00:00,mahnafiah, iya kan  bener ke rumahku  sinyalnya jelek bgt emang,jelek,iya kan bener ke rumahku sinyalnya jelek banget emang
2022-06-28 08:40:06+00:00,nosyacey, emg jelek dei awal sih  tp itu jelek bgt,jelek,emang jelek dei awal sih tapi itu jelek banget
2022-06-28 08:40:02+00:00,moniqqaro,masih geleng  nangis jelek gw  ini last scene udh di spill duluan loudly crying face  loudly crying face  loudly crying face  ,jelek,masih geleng nangis jelek aku ini last scene udah di spill duluan loudly crying face loudly crying face loudly crying face
2022-06-28 08:39:48+00:00,nosyacey, jelek bgt ituu,jelek,jelek banget ituu
2022-06-28 08:39:41+00:00,cigarettexEth_, ketawa nya jelek,jelek,ketawa nya jelek
2022-06-28 08:39:33+00:00,fizzletwt,  aku jelek banget,jelek,aku jelek banget
2022-06-28 08:39:17+00:00,iannzip, haha hehe jelek,jelek,haha hehe jelek
2022-06-28 08:39:10+00:00,ALDRLDXVR, agakny akun lo jelek ar makany kena limit,jelek,agakny akun kamu jelek ar makanya kena limit
2022-06-28 08:39:01+00:00,hyvlaaa,jaringan di rumah yg ini knp jelek bngt dah weary face  sneezing face  ,jelek,jaringan di rumah yang ini kenapa jelek banget dah weary face sneezing face
2022-06-28 08:38:47+00:00,penyukaamekdi,  tapi org miskin kultural juga banyak loh  ,jelek,tapi orang miskin kultural juga banyak loh
2022-06-28 08:38:33+00:00,lilliansky__, bangsat jelek banget,jelek,bangsat jelek banget
2022-06-28 08:38:30+00:00,asahieomma,  jelek kek demit,jelek,jelek seperti demit
2022-06-28 08:38:08+00:00,blubeili, samaa tp tulisanku jelek disappointed face ,jelek,samaa tapi tulisanku jelek disappointed face
2022-06-28 08:38:03+00:00,thinkaboutle,bhahahha jelek banget ava lu  loudly crying face  loudly crying face  loudly crying face  loudly crying face  ,jelek,bhahahha jelek banget ava kamu loudly crying face loudly crying face loudly crying face loudly crying face
2022-06-28 08:38:00+00:00,JJAYmafia, iya kak soalnya wifinya jelek,jelek,iya kak soalnya wifinya jelek
2022-06-28 08:37:59+00:00,uncleminho,skill 3d design gue masih jelek bgt hiks gue juga cuma assist senior vm doang  yang bikin 3d designnya bukan w loudly crying face  loudly crying face   g  ,jelek,skill 3d design aku masih jelek banget hiks aku juga cuma asisten senior vm doang yang bikin 3d designnya bukan aku loudly crying face loudly crying face tidak
2022-06-28 08:37:56+00:00,pelernasaurus, cakep krna filter aja bangga   iri ya udh pake filter ttep jelek,jelek,cakep karena filter aja bangga iri ya udah pake filter tetap jelek
2022-06-28 08:37:52+00:00,g_omuno,  apps jelek masih kitabmainin,jelek,apps jelek masih kitabmainin
2022-06-28 08:37:50+00:00,KooWifee,jelek banget tl skrng mending vote deh daripada ngurusin orang lain asli ga guna  soalnya orang yang lo semua omong  ,jelek,jelek banget timeline sekarang mending vote deh daripada ngurusin orang lain asli tidak guna soalnya orang yang kamu semua omong
2022-06-28 08:37:46+00:00,psychokomi, hahaha iyasih  belum lagi kao substatnya bagus  dan karena cuma 3 substat jadi ga khawatir naik ke substat yg jelek,jelek,hahaha iyasih belum lagi kao substatnya bagus dan karena cuma 3 substat jadi tidak khawatir naik ke substat yang jelek
2022-06-28 08:37:36+00:00,syeikhfreid,tadi mimpi jelek kali,jelek,tadi mimpi jelek kali
2022-06-28 08:37:36+00:00,kxohaku,tp kok jelek y,jelek,tapi kok jelek iya
2022-06-28 08:37:34+00:00,BangAdit48,cewe cantik dan cewe jelek itu ternyata sama2 bikin pusing ,jelek,cewe cantik dan cewe jelek itu ternyata sama2 bikin pusing
2022-06-28 08:37:26+00:00,firettdidit,jelek banget pr nya ,jelek,jelek banget pr nya
2022-06-28 08:37:20+00:00,Maheee_cuk, bales  yg mau bucinan sama elo siapa jelek,jelek,bales yang mau bucinan sama kamu siapa jelek
2022-06-28 08:37:14+00:00,fahtirxx, mungkin ini alasan mengapa timnas gamau main di kalimantan  akses jelek  tempat latihan jelek  stad  ,jelek,mungkin ini alasan mengapa timnas gamau main di kalimantan akses jelek tempat latihan jelek stad
2022-06-28 08:37:09+00:00,ChoipanZeNosuke,karena aku tahu background story nya  ai ga percaya yang dia omongin di story  berkali kali teman business nya men  ,jelek,karena aku tahu background story nya aku tidak percaya yang dia omongin di story berkali kali teman business nya men
2022-06-28 08:37:00+00:00,fatioy,  bener  gausah malu nganggur setaun  toh bukan gara2 gak naik kelas karena nilainya jelek  ,jelek,bener gausah malu nganggur setaun toh bukan gara2 tidak naik kelas karena nilainya jelek
2022-06-28 08:36:49+00:00,OhMyDayomi, yang item putih jelek bgt kek foto copyan,jelek,yang item putih jelek banget seperti foto copyan
2022-06-28 08:36:26+00:00,sugalouv,km mau tau kh apa yg lucu di dunia inie  ak bljr sbm 3 bulan fokus ke tka matematika aja tapi pas hasilnya keluar   ,jelek,kamu mau tau kah apa yang lucu di dunia ini aku belajar sbmtn 3 bulan fokus ke tes potensial akademik matematika aja tapi ketika hasilnya keluar
2022-06-28 08:36:15+00:00,mauakunui, km jelek bgt y,jelek,kamu jelek banget iya
2022-06-28 08:36:02+00:00,dayafoxs,mau nangis jelek roxana kambek  loudly crying face  loudly crying face ,jelek,mau nangis jelek roxana kambek loudly crying face loudly crying face
2022-06-28 08:35:52+00:00,loopscrunch, iyakk jelek doang tp enak kok,jelek,iyakk jelek doang tapi enak kok
2022-06-28 08:35:33+00:00,_retnodewi,  chapter terakhir sungguh banyak bawangnya  bayangin aja lu pram  yere  ibul  leo  daniel ama bag  ,jelek,chapter terakhir sungguh banyak bawangnya bayangin aja kamu pram yere ibul leo daniel sama bag
2022-06-28 08:35:20+00:00,woolatto,kok igku setiap post story video dr hp jadinya full layar ya  mana gepeng lagi  anjir jelek banget pls  loudly crying face  loudly crying face  loudly crying face  loudly crying face ,jelek,kok igku setiap post story video dari hp jadinya full layar ya mana gepeng lagi anjing jelek banget tolong loudly crying face loudly crying face loudly crying face loudly crying face
2022-06-28 08:34:57+00:00,Priboemi_JKT,  jgn di senggol  pak hajinya di kritik malah nyinyir ke tim kalau memang  ,jelek,jangan di senggol pak hajinya di kritik malah nyinyir ke tim kalau memang
2022-06-28 08:34:57+00:00,DiiCheese,                  sriuss loh gadaa tuh niat jelek like nyindir or something tp ngapa org  pd tersinggung  baper    leogirl,jelek,serius loh gadaa tuh niat jelek like nyindir or something tapi ngapa orang pada tersinggung baper leogirl
2022-06-28 08:34:42+00:00,kthyngviee,salah pilih warna ajg jelek bgt  broken heart  ,jelek,salah pilih warna anjing jelek banget broken heart
2022-06-28 08:34:35+00:00,haerchaan, jelek lu,jelek,jelek kamu
2022-06-28 08:34:34+00:00,kissedbyjeno,ya allah kak mana ada jelek  loudly crying face  loudly crying face  loudly crying face  loudly crying face  loudly crying face  loudly crying face  oncoming fist  ,jelek,ya allah kak mana ada jelek loudly crying face loudly crying face loudly crying face loudly crying face loudly crying face loudly crying face oncoming fist
2022-06-28 08:34:33+00:00,Jemyguel,gila baca replynya mash banyak seksisme itu diotak manusia ya  a lil bit shock sih   muka kaya badak   udah jelek   ,jelek,gila baca replynya mash banyak seksisme itu diotak manusia ya a little bit shock sih muka kaya badak udah jelek
2022-06-28 08:34:23+00:00,iocivo,knalan anjrit ih typo jelek,jelek,kenalan anjing ih typo jelek
2022-06-28 08:34:22+00:00,romsaena,    lagi males on disana  hawa nya jelek,jelek,lagi males on disana hawa nya jelek
2022-06-28 08:34:07+00:00,MyChemical_Rmnc, kalo nilainya bagus gpp  tp kalo jelek tak marahin,jelek,kalo nilainya bagus tidak apa-apa tapi kalo jelek tidak marahin
2022-06-28 08:48:53+00:00,rsuukuna, iya anjing wkwk,anjing,iya anjing wkwk
2022-06-28 08:48:51+00:00,milkbttlee,kalo dulu kemana2 sll diajak skr boro2 diajak lgsng ditinggal alesannya  pasti kamu nolak gamau ikut jd gausa tak a  ,anjing,kalo dulu kemana2 selalu diajak sekarang boro2 diajak langsung ditinggal alesannya pasti kamu nolak gamau ikut jadi gausa tidak a
2022-06-28 08:48:45+00:00,kirrr_rahhh,pls anjing bkn gajadi bgst,anjing,tolong anjing bukan gajadi bangsat
2022-06-28 08:48:40+00:00,thviiz, gue lagi anjing  tks,anjing,aku lagi anjing tks
2022-06-28 08:48:39+00:00,coworenjun,  wk ngaca anjing  lo yang selama ini anggap gua bahan gabut kan anjing kalo temen lo ga ada lo sib  ,anjing,wk ngaca anjing kamu yang selama ini anggap aku bahan gabut kan anjing kalo temen kamu tidak ada kamu sib
2022-06-28 08:48:38+00:00,oniswrath,anjing wkwkwkwk ,anjing,anjing wkwkwkwk
2022-06-28 08:48:33+00:00,raturebahan_,kek anjing,anjing,seperti anjing
2022-06-28 08:48:27+00:00,neeyashr, regan kalau ketemu gua tikam lu anjing,anjing,regan kalau ketemu aku tikam kamu anjing
2022-06-28 08:48:17+00:00,lixcode,ah anjing aku udh stress beneran krn 4 huruf itu ,anjing,ah anjing aku udah stress beneran karena 4 huruf itu
2022-06-28 08:48:14+00:00,rantyara,akun sebelah kok malah suka kelogout sih anjing,anjing,akun sebelah kok malah suka kelogout sih anjing
2022-06-28 08:48:12+00:00,yoyowhasup_,kek gue spicles banget sambil menyebut anjing gila lo choi ywnzznn loudly crying face ,anjing,seperti aku spicles banget sambil menyebut anjing gila kamu choi ywnzznn loudly crying face
2022-06-28 08:48:03+00:00,___ztt, anjing kamu mas,anjing,anjing kamu mas
2022-06-28 08:47:59+00:00,mashidams,punya adek sensitivitas nya tinggi banget anjing,anjing,punya adik sensitivitas nya tinggi banget anjing
2022-06-28 08:47:59+00:00,jsuhsolo,maskernya sold out anjing ,anjing,maskernya sold out anjing
2022-06-28 08:47:54+00:00,yohan0252, mati aja anjing,anjing,mati aja anjing
2022-06-28 08:47:46+00:00,kuroorin,wkwkwkwk anjing,anjing,wkwkwkwk anjing
2022-06-28 08:47:45+00:00,gapakebaper, penciumannya melebihi anjing pelacak   anjing apakah itu  ,anjing,penciumannya melebihi anjing pelacak anjing apakah itu
2022-06-28 08:47:37+00:00,44DDALGI, kontol lagu apaan itu anjing,anjing,kontol lagu apaan itu anjing
2022-06-28 08:47:30+00:00,ndthvnt, anjing,anjing,anjing
2022-06-28 08:47:30+00:00,2001Tgk, anggap sj gonggongan anjing tuch  binatang  pemakan bangkai   mrk itu para penjilat  bayaran smua u  ,anjing,anggap saja gonggongan anjing tuch binatang pemakan bangkai mereka itu para penjilat bayaran semua kamu
2022-06-28 08:47:20+00:00,rfiranny,ini nomor bener2 anjing ya  ,anjing,ini nomor bener2 anjing ya
2022-06-28 08:47:15+00:00,RlLMIN,mikir atuh kalo mau ngomong teh anjing,anjing,mikir atuh kalo mau ngomong teh anjing
2022-06-28 08:47:09+00:00,Inibilqisbil,anjing bgtt,anjing,anjing banget
2022-06-28 08:47:04+00:00,houryasa,udh telat 15 menit mana kelasnya di lantai 6 anjing  face with crossed out eyes ,anjing,udah telat 15 menit mana kelasnya di lantai 6 anjing face with crossed out eyes
2022-06-28 08:46:56+00:00,fuuuuushiguro,lo ngapain anjing pake emot love segala skull  skull  skull  skull  skull  skull  skull padahal abis itu langsung dibuang soalnya gaenak ,anjing,kamu ngapain anjing pake emot love segala skull skull skull skull skull skull skull padahal abis itu langsung dibuang soalnya gaenak
2022-06-28 08:46:33+00:00,Haidararrash1, jiah elah si anjing kuntet ngga keren banget postingannya   ngga ada yg keren dikit ted kuntet loe em  ,anjing,jiah elah si anjing kuntet tidak keren banget postingannya tidak ada yang keren sedikit ted kuntet kamu em
2022-06-28 08:46:29+00:00,penyukaamekdi,  gw terror tu maling pake telpon   wassap  kebetulan masih nyala internetnya  gw bunyiin tu  ,anjing,aku terror itu maling pake telpon wassap kebetulan masih nyala internetnya aku bunyiin itu
2022-06-28 08:46:25+00:00,weneverkno_,anjing sakit bgt to hahaha,anjing,anjing sakit banget to hahaha
2022-06-28 08:46:25+00:00,chezuev,ah sialan arghh kenapa sih anjing,anjing,ah sialan arghh kenapa sih anjing
2022-06-28 08:46:24+00:00,qManjireo, anjing,anjing,anjing
2022-06-28 08:46:10+00:00,savioryouu,  kaga anjing,anjing,kaga anjing
2022-06-28 08:46:05+00:00,vhdayn, lu beli sendiri aja anjing,anjing,kamu beli sendiri aja anjing
2022-06-28 08:45:47+00:00,mark_geu,anjing ,anjing,anjing
2022-06-28 08:45:36+00:00,SilverEstrella, kan ga punya tetangga yg punya anjing kak,anjing,kan tidak punya tetangga yang punya anjing kak
2022-06-28 08:45:32+00:00,adngeulis, temenku yang lesbi juga gitu anjing  loudly crying face  thumbs up light skin tone ,anjing,temenku yang lesbi juga gitu anjing loudly crying face thumbs up light skin tone
2022-06-28 08:45:22+00:00,YOONSUeit,  anjing bang  gua ngepetnya jadi kambing,anjing,anjing bang aku ngepetnya jadi kambing
2022-06-28 08:45:15+00:00,privathanji,random aja nih ya  minsung kapan live bareng anjing ,anjing,random aja ini ya minsung kapan live bareng anjing
2022-06-28 08:45:13+00:00,kadrunogeb, wah namanya aja cholie tukang cili doong w rasa org ini mmg biopolar sampe2 teroris si ima  ,anjing,wah namanya aja cholie tukang cili doong aku rasa orang ini memang biopolar sampe2 teroris si ima
2022-06-28 08:45:03+00:00,ayamgule, anjingg  loudly crying face  loudly crying face  mipa udh dpt nasi jinggo aja sukur anjing  loudly crying face  loudly crying face  loudly crying face ,anjing,anjingg loudly crying face loudly crying face mipa udah dpt nasi jinggo aja sukur anjing loudly crying face loudly crying face loudly crying face
2022-06-28 08:45:03+00:00,sgtbut,gue benci orang lemah gue benci anjing ,anjing,aku benci orang lemah aku benci anjing
2022-06-28 08:45:00+00:00,peluwang, anjing lah ya,anjing,anjing lah ya
2022-06-28 08:44:50+00:00,acebeez,sad bgt si anjing ,anjing,sad banget si anjing
2022-06-28 08:44:50+00:00,remajajompox, anjing bikin naik darah kan  ,anjing,anjing bikin naik darah kan
2022-06-28 08:44:47+00:00,kingabdulahadam,  nyali bacod anjing rabies  selalu menghina ulama itu nyali banci laknat  sok2an ngmg islam tp menghina ulama ,anjing,nyali bacod anjing rabies selalu menghina ulama itu nyali banci laknat sok2an ngmg islam tapi menghina ulama
2022-06-28 08:44:39+00:00,RlLMIN,malu maluin anjing,anjing,malu maluin anjing
2022-06-28 08:44:37+00:00,calcafier,trus kena spoilernya in this life  i will be the lord  suami bibinya tia yg gue anggap orang baik  bapaknya si kemb  ,anjing,terus kena spoilernya in this life i will be the lord suami bibinya tia yang aku anggap orang baik bapaknya si kemb
2022-06-28 08:44:37+00:00,vhdayn, ga usah aneh  bisa ga si anjirr  idup w dah susah jgn lu tambahin susah anjing,anjing,tidak usah aneh bisa tidak si anjirr idup aku dah susah jangan kamu tambahin susah anjing
2022-06-28 08:44:36+00:00,hanyajungkook, dih anjing kalau lo trauma gausah bawa bawa anak lo,anjing,dih anjing kalau kamu trauma gausah bawa bawa anak kamu
2022-06-28 08:44:36+00:00,SiawPunch,  namanya anjing  ya harus setia menyembah gub  dari yaman ,anjing,namanya anjing ya harus setia menyembah gub dari yaman
2022-06-28 08:44:32+00:00,spebrm, iya anjing gue ui undip tamggal sama  jam sama  kesel bgt ,anjing,iya anjing aku ui undip tamggal sama jam sama kesel banget
2022-06-28 08:44:31+00:00,purvlejn,kaya orang bego anjing,anjing,kaya orang bego anjing
2022-06-28 08:44:27+00:00,yurwelll, enggak anjing gue gak ada kuota,anjing,enggak anjing aku tidak ada kuota
2022-06-28 08:44:22+00:00,lovingjewoo,plis ya anjrit ni ade sepupu guee lo kek anjing,anjing,plis ya anjing ni ade sepupu aku kamu seperti anjing
2022-06-28 08:44:17+00:00,coworenjun,susah anjing punya temen gay  minta cium mulu moga lu kecium lele deh,anjing,susah anjing punya temen gay minta cium mulu moga kamu kecium lele deh
2022-06-28 08:44:16+00:00,dipelukyunjin,anjing nikah ajalah yuk vegas ,anjing,anjing nikah ajalah yuk vegas
2022-06-28 08:44:08+00:00,pacrdon, anjing wkwkwkwk heh,anjing,anjing wkwkwkwk heh
2022-06-28 08:44:04+00:00,gentsemane, anjing,anjing,anjing
2022-06-28 08:44:03+00:00,azazelllI,haduh anjing,anjing,haduh anjing
2022-06-28 08:43:56+00:00,Hrlynasiahaan,anjing cape aku ngemaskan kamar yak,anjing,anjing cape aku ngemaskan kamar yak
2022-06-28 08:43:52+00:00,theJiminJk,sakit jiwa anjing yg pda ngurusin sexualitas orang  get the hell out ihh  otak lu pda kudu dikuras ,anjing,sakit jiwa anjing yang pada ngurusin sexualitas orang get the hell out ihh otak kamu pada kudu dikuras
2022-06-28 08:43:46+00:00,befinkagf, anjing kok bs  tutor yel,anjing,anjing kok bisa tutor yel
2022-06-28 08:43:44+00:00,putragaruda27,anjing mengonggong tanpa otak  pecah belah rakyat  anjing qodari ,anjing,anjing mengonggong tanpa otak pecah belah rakyat anjing qodari
2022-06-28 08:43:27+00:00,fruitstea10,anjing,anjing,anjing
2022-06-28 08:43:26+00:00,SwaggyYoyon, kesel sumpah main ini loudly crying face  inceranku ga dapet anjing loudly crying face  loudly crying face  loudly crying face  walaupun game tetep bertepuk sebelah tangan w loudly crying face  loudly crying face ,anjing,kesel sumpah main ini loudly crying face inceranku tidak dapet anjing loudly crying face loudly crying face loudly crying face walaupun game tetep bertepuk sebelah tangan aku loudly crying face loudly crying face
2022-06-28 08:43:22+00:00,simpfornicsap,sedih banget anjing,anjing,sedih banget anjing
