date,username,tweet,keyword
2022-06-28 08:45:29+00:00,MinGG72,@TriasBeck @muftinegara @hondohindi Mungkin dia yg munya maxim takut maxim dpt nama rating jelek 😶 kaya  perusahaan… https://t.co/ln2T2m7QoV,jelek
2022-06-28 08:45:20+00:00,convomfs,💭 Tuhan bersama orang orang yang pasrah foto KTP nya jelek,jelek
2022-06-28 08:45:08+00:00,gyaakutarou,Yang jelek dari film ini plot twistnya gak kerasa plot twist sama endingnya agak gantung sama maksa,jelek
2022-06-28 08:45:05+00:00,weirdfengs,"Entah siapa yg ngawalin bikit jaket almamater model jelek, harusnya bisa kayak sekolah luar varsity bagus.",jelek
2022-06-28 08:45:03+00:00,discrepanc,"@Askrlfess lu dari awal ribut soal jelek nan gendut, gamau usaha diet kah??? ini sih the real lu yang insecure oran… https://t.co/LEOzlt5OWJ",jelek
2022-06-28 08:44:56+00:00,aleonxj,"""dek mas lagi kumat""
""dek peluk""
""dek gemes banget sih kamu""
""pacar siapa ini""
""dek mas kalo clingy jelek banget ya… https://t.co/JFuz0k1t4J",jelek
2022-06-28 08:44:52+00:00,iintrflys,"idk basically au yang bawa agama tuh jelek, udh dijelasin sama banyak orang di reply. https://t.co/dMqBnAtaDP",jelek
2022-06-28 08:44:27+00:00,nosyacey,@chioollo kal gue jelek bgt,jelek
2022-06-28 08:44:19+00:00,nosyacey,@chioollo jelek bgt,jelek
2022-06-28 08:43:50+00:00,ditendangmama,Malu ah mau ngetwit tulisan gua jelek takut kalian nggak bisa bacanya,jelek
2022-06-28 08:43:41+00:00,woowyo,"@kep1erave I'm so sorry, tapi aku ga pernah ngomongin hal yg jelek bahkan cursing soal nmx dalam isu ini jadi aku n… https://t.co/vF4LnxJVX0",jelek
2022-06-28 08:43:41+00:00,streikizz,"@UMINYAAYEN lah buset kok kocak? sebagai cust ya wajar nanyain haknya, apalagi osnya gajelas. kalo gamau namanya je… https://t.co/kI91mVmjH9",jelek
2022-06-28 08:43:32+00:00,Haidararrash1,@tiswosolihin6 @PanciB0zz @_ekokuntadhi sejelek jeleknya pembangkang memang lebih jelek dan pendek @_ekokuntadhi,jelek
2022-06-28 08:43:26+00:00,KETOMBEJUNSEOK,LO PIKIR AJA ANAK ORANG DIGINIIN APA GA NANGIS JELEK😭‼️ https://t.co/HrCLAjk4ud,jelek
2022-06-28 08:43:19+00:00,ofkaenriah,| Lawakan jelek = playable diundur 1 tahun. https://t.co/mvaBu8R6op,jelek
2022-06-28 08:43:10+00:00,ss_xhypex,@Noonanyaniki1 Asli jgn deh jelek bgtt pindah posisi,jelek
2022-06-28 08:42:53+00:00,arteacaa,@svztzn jelek kayak wibu,jelek
2022-06-28 08:42:34+00:00,reveiIIe,@cchaebaragi tapi kayak kalo dark mode tampilannya jadi jelek gituuu warnanya ga masuk wkwk memilih estetika🥲,jelek
2022-06-28 08:42:14+00:00,indahutar,@txtdrberseragam tp typingnya jelek,jelek
2022-06-28 08:42:05+00:00,shinewin15_,"@jjhchanie Hmm betull 
Mau keluar jg cuacanya jelek malah jadi flu",jelek
2022-06-28 08:41:54+00:00,ilvtenyuw_,Kok jelek bgt anjir https://t.co/iEErpEZkru,jelek
2022-06-28 08:41:24+00:00,spidermarklee1,9. (ini narasi pertama ku maaf kalau jelek) https://t.co/CZuFze5XvQ,jelek
2022-06-28 08:41:21+00:00,riauliav,he's human too woiiii tapi gapernah jelek:( https://t.co/z5o2qbreYL,jelek
2022-06-28 08:41:16+00:00,penyihirrr,@ppidrsudkartini @UpWanita PRny jelek bgt ya wkwk,jelek
2022-06-28 08:41:00+00:00,nosyacey,@chioollo rupanya gue jelek bgt anjir,jelek
2022-06-28 08:40:51+00:00,nosyacey,@chioollo jelek bgt anjay,jelek
2022-06-28 08:40:50+00:00,JVLEHA,Banyak cowo jelek dengan argumen jelek dan opini jelek di replies tweet ini https://t.co/AJOqSYq7az,jelek
2022-06-28 08:40:25+00:00,jamanjju,huhu sebenernya kasian liat zuber goh v shem drawnya jelek terus😭😭,jelek
2022-06-28 08:40:16+00:00,my_wafiqaz,"@convomfs Berasa paling pas dn bagus,ternyata tetap jelek 😭",jelek
2022-06-28 08:40:10+00:00,mahnafiah,"@refalhady Iya kan, bener ke rumahku. Sinyalnya jelek bgt emang",jelek
2022-06-28 08:40:06+00:00,nosyacey,"@chioollo emg jelek dei awal sih, TP ITU JELEK BGT",jelek
2022-06-28 08:40:02+00:00,moniqqaro,"masih geleng"" nangis jelek gw, ini last scene udh di spill duluan😭😭😭 https://t.co/8GmSJaGRqj",jelek
2022-06-28 08:39:48+00:00,nosyacey,@chioollo jelek bgt ituuuuuuu,jelek
2022-06-28 08:39:41+00:00,cigarettexEth_,@Jefhrey ketawa nya jelek,jelek
2022-06-28 08:39:33+00:00,fizzletwt,@faradinauraa @neyvarifdah aku jelek banget,jelek
2022-06-28 08:39:17+00:00,iannzip,@xuinjan Haha hehe jelek,jelek
2022-06-28 08:39:10+00:00,ALDRLDXVR,@arkanstn agakny akun lo jelek ar makany kena limit,jelek
2022-06-28 08:39:01+00:00,hyvlaaa,jaringan di rumah yg ini knp jelek bngt dah😩🤧 https://t.co/2mOylxDskp,jelek
2022-06-28 08:38:47+00:00,penyukaamekdi,@pacarponyo @buavitamengkudu @ur_bbyboy @wolfyterra @Flushcup @mouldie_sep tapi org miskin kultural juga banyak loh… https://t.co/MGhZJWn1Fd,jelek
2022-06-28 08:38:33+00:00,lilliansky__,@sleepyfumii BANGSAT JELEK BANGET,jelek
2022-06-28 08:38:30+00:00,asahieomma,@damnsksksks @tanyakanrl @MikkaeJ @haiman_j Jelek kek demit,jelek
2022-06-28 08:38:08+00:00,blubeili,@crumbshoon samaa tp tulisanku jelek😞,jelek
2022-06-28 08:38:03+00:00,thinkaboutle,BHAHAHHA JELEK BANGET AVA LU 😭😭😭😭 https://t.co/lJrpTEO2aX,jelek
2022-06-28 08:38:00+00:00,JJAYmafia,@HUGHmafia iya kak soalnya wifinya jelek,jelek
2022-06-28 08:37:59+00:00,uncleminho,"skill 3D design gue masih jelek bgt hiks gue juga cuma assist senior vm doang, yang bikin 3D designnya bukan w😭😭, g… https://t.co/t5xMLd86bR",jelek
2022-06-28 08:37:56+00:00,pelernasaurus,"""cakep krna filter aja bangga""
iri ya udh pake filter ttep jelek",jelek
2022-06-28 08:37:52+00:00,g_omuno,@jisungprawrk @moonareas apps jelek masih kitabmainin,jelek
2022-06-28 08:37:50+00:00,KooWifee,"jelek banget tl skrng mending vote deh daripada ngurusin orang lain asli ga guna, soalnya orang yang lo semua omong… https://t.co/71aC1TiYAY",jelek
2022-06-28 08:37:46+00:00,psychokomi,"@Iuminesences Hahaha iyasih, belum lagi kao substatnya bagus, dan karena cuma 3 substat jadi ga khawatir naik ke substat yg jelek",jelek
2022-06-28 08:37:36+00:00,syeikhfreid,tadi mimpi jelek kali,jelek
2022-06-28 08:37:36+00:00,kxohaku,tp kok jelek y,jelek
2022-06-28 08:37:34+00:00,BangAdit48,Cewe cantik dan Cewe jelek itu ternyata sama2 bikin pusing.,jelek
2022-06-28 08:37:26+00:00,firettdidit,jelek banget pr nya https://t.co/r24VoQUYQo,jelek
2022-06-28 08:37:20+00:00,Maheee_cuk,"@_cupangbiru bales, yg mau bucinan sama elo siapa jelek",jelek
2022-06-28 08:37:14+00:00,fahtirxx,"@Conspirare_JKT Mungkin ini alasan mengapa timnas gamau main di Kalimantan. Akses jelek, tempat latihan jelek, stad… https://t.co/GeUN7ChJlG",jelek
2022-06-28 08:37:09+00:00,ChoipanZeNosuke,"Karena aku tahu background story-nya, ai ga percaya yang dia omongin di story.. Berkali kali teman business nya men… https://t.co/nLaqPXpT2I",jelek
2022-06-28 08:37:00+00:00,fatioy,"@RyoDMC @sys0184 @PPDBDKI1 bener, gausah malu nganggur setaun, toh bukan gara2 gak naik kelas karena nilainya jelek… https://t.co/fmUZeqeOu8",jelek
2022-06-28 08:36:49+00:00,OhMyDayomi,@starrywuju Yang item putih jelek bgt kek foto copyan,jelek
2022-06-28 08:36:26+00:00,sugalouv,"km mau tau kh apa yg lucu di dunia inie?? ak bljr sbm 3 bulan fokus ke tka matematika aja tapi pas hasilnya keluar,… https://t.co/xCCNmiRN4S",jelek
2022-06-28 08:36:15+00:00,mauakunui,@MNQashmal km jelek bgt y,jelek
2022-06-28 08:36:02+00:00,dayafoxs,Mau nangis jelek roxana kambek 😭😭,jelek
2022-06-28 08:35:52+00:00,loopscrunch,@lubbiesy iyakk jelek doang tp enak kok,jelek
2022-06-28 08:35:33+00:00,_retnodewi,"@CHA_ENEN @oonelaf Chapter terakhir sungguh banyak bawangnya, bayangin aja lu pram, yere, ibul, leo, daniel ama bag… https://t.co/LrRGVSls2n",jelek
2022-06-28 08:35:20+00:00,woolatto,"KOK IGKU setiap post story video dr hp jadinya full layar ya??? Mana gepeng lagi
ANJIR JELEK BANGET PLS 😭😭😭😭",jelek
2022-06-28 08:34:57+00:00,Priboemi_JKT,@prsbbndgloser @Jakliodepok @nabilhusein17 Jgn di senggol² pak hajinya di kritik malah nyinyir ke tim kalau memang… https://t.co/xb3mDGy6GM,jelek
2022-06-28 08:34:57+00:00,DiiCheese,"[𝗶 𝗱𝗼𝗻'𝘁 𝗺𝗲𝗮𝗻 𝗶𝘁] sriuss loh gadaa tuh niat jelek like nyindir or something tp ngapa org² pd tersinggung (baper)?
#LeoGirl",jelek
2022-06-28 08:34:42+00:00,kthyngviee,salah pilih warna ajg jelek bgt 💔 https://t.co/LdyHSXrrX2,jelek
2022-06-28 08:34:35+00:00,haerchaan,@haewvoon jelek lu,jelek
2022-06-28 08:34:34+00:00,kissedbyjeno,YA ALLAH KAK MANA ADA JELEK??????????😭😭😭😭😭😭👊 https://t.co/19Rcs6jKaZ,jelek
2022-06-28 08:34:33+00:00,Jemyguel,"gila baca replynya mash banyak seksisme itu diotak manusia ya. a lil bit shock sih, “muka kaya badak” “udah jelek,… https://t.co/tBVmbSwYFM",jelek
2022-06-28 08:34:23+00:00,iocivo,knalan anjrit ih typo jelek,jelek
2022-06-28 08:34:22+00:00,romsaena,"@wo_xingxing ㅋㅋㅋㅋㅋㅋㅋ lagi males on disana, hawa nya jelek",jelek
2022-06-28 08:34:07+00:00,MyChemical_Rmnc,"@octobecr kalo nilainya bagus gpp, tp kalo jelek tak marahin",jelek
2022-06-28 08:48:53+00:00,rsuukuna,@beastaard iya anjing wkwk,anjing
2022-06-28 08:48:51+00:00,milkbttlee,kalo dulu kemana2 sll diajak skr boro2 diajak lgsng ditinggal alesannya “pasti kamu nolak gamau ikut jd gausa tak a… https://t.co/EiyfxmicNk,anjing
2022-06-28 08:48:45+00:00,kirrr_rahhh,PLS ANJING BKN GAJADI BGST,anjing
2022-06-28 08:48:40+00:00,thviiz,@arnbear gue lagi anjing -tks,anjing
2022-06-28 08:48:39+00:00,coworenjun,"@wasdte @rantalif wk ngaca anjing, lo yang selama ini anggap gua bahan gabut kan anjing kalo temen lo ga ada lo sib… https://t.co/o5LZ5N3hsd",anjing
2022-06-28 08:48:38+00:00,oniswrath,Anjing wkwkwkwk https://t.co/5rTAzYRC11,anjing
2022-06-28 08:48:33+00:00,raturebahan_,Kek anjing,anjing
2022-06-28 08:48:27+00:00,neeyashr,@lovingnojaem REGAN KALAU KETEMU GUA TIKAM LU ANJING,anjing
2022-06-28 08:48:17+00:00,lixcode,Ah anjing aku udh stress beneran krn 4 huruf itu https://t.co/lCxGkAvtUU,anjing
2022-06-28 08:48:14+00:00,rantyara,akun sebelah kok malah suka kelogout sih anjing,anjing
2022-06-28 08:48:12+00:00,yoyowhasup_,kek gue spicles banget sambil menyebut anjing gila lo choi ywnzznnnnn😭,anjing
2022-06-28 08:48:03+00:00,___ztt,@yyobaee anjing kamu mas,anjing
2022-06-28 08:47:59+00:00,mashidams,punya adek sensitivitas nya tinggi banget anjing,anjing
2022-06-28 08:47:59+00:00,jsuhsolo,MASKERNYA SOLD OUT ANJING?,anjing
2022-06-28 08:47:54+00:00,yohan0252,@ngalamfess MATI AJA ANJING,anjing
2022-06-28 08:47:46+00:00,kuroorin,wkwkwkwk anjing,anjing
2022-06-28 08:47:45+00:00,gapakebaper,"@_ekokuntadhi Penciumannya melebihi anjing pelacak , anjing apakah itu ?",anjing
2022-06-28 08:47:37+00:00,44DDALGI,@gyounya Kontol lagu apaan itu anjing,anjing
2022-06-28 08:47:30+00:00,ndthvnt,@jwkcglucu anjing,anjing
2022-06-28 08:47:30+00:00,2001Tgk,"@OposisiCerdas Anggap sj gonggongan anjing tuch /binatang"" pemakan bangkai.., mrk itu para penjilat ""bayaran smua u… https://t.co/1qmGeFnl9Y",anjing
2022-06-28 08:47:20+00:00,rfiranny,Ini nomor bener2 anjing ya!!! https://t.co/5sljDHi0aV,anjing
2022-06-28 08:47:15+00:00,RlLMIN,mikir atuh kalo mau ngomong teh anjing,anjing
2022-06-28 08:47:09+00:00,Inibilqisbil,Anjing bgtt,anjing
2022-06-28 08:47:04+00:00,houryasa,udh telat 15 menit mana kelasnya di lantai 6 anjing 😵,anjing
2022-06-28 08:46:56+00:00,fuuuuushiguro,LO NGAPAIN ANJING PAKE EMOT LOVE SEGALA💀💀💀💀💀💀💀padahal abis itu langsung dibuang soalnya gaenak https://t.co/x81UmqQZ5R,anjing
2022-06-28 08:46:33+00:00,Haidararrash1,@_ekokuntadhi jiah elah si anjing kuntet ngga keren banget postingannya . ngga ada yg keren dikit ted kuntet.loe em… https://t.co/bXlQDNEmyg,anjing
2022-06-28 08:46:29+00:00,penyukaamekdi,"@akunbeben @mouldie_sep gw terror tu maling pake telpon + wassap, kebetulan masih nyala internetnya, gw bunyiin tu… https://t.co/8uSgU5s0St",anjing
2022-06-28 08:46:25+00:00,weneverkno_,anjing sakit bgt to hahaha,anjing
2022-06-28 08:46:25+00:00,chezuev,ah sialan arghhhhhh kenapa sih anjing,anjing
2022-06-28 08:46:24+00:00,qManjireo,@Overh4ul anjing,anjing
2022-06-28 08:46:10+00:00,savioryouu,@sawturney @moonareas @jaehyuntgr @njepcakep @aldefbaran @mrvjndra @siplinghehehim KAGA ANJING,anjing
2022-06-28 08:46:05+00:00,vhdayn,@Askrlfess lu beli sendiri aja anjing,anjing
2022-06-28 08:45:47+00:00,mark_geu,anjing https://t.co/ptCnwRyrGZ,anjing
2022-06-28 08:45:36+00:00,SilverEstrella,@gamecacat kan ga punya tetangga yg punya anjing kak,anjing
2022-06-28 08:45:32+00:00,adngeulis,@coworenjun temenku yang lesbi juga gitu anjing 😭👍🏻,anjing
2022-06-28 08:45:22+00:00,YOONSUeit,"@WOOSHIKeit @SEUNGWOOeit ANJING BANG, gua ngepetnya jadi kambing",anjing
2022-06-28 08:45:15+00:00,privathanji,"random aja nih ya
MINSUNG KAPAN LIVE BARENG ANJING?",anjing
2022-06-28 08:45:13+00:00,kadrunogeb,@Mirandarajetha Wah namanya aja cholie.....tukang cili doong...w rasa org ini mmg biopolar....sampe2 teroris si ima… https://t.co/rV1FFQFpLM,anjing
2022-06-28 08:45:03+00:00,ayamgule,@hoyeown Anjinggg 😭😭 mipa udh dpt nasi jinggo aja sukur anjing 😭😭😭,anjing
2022-06-28 08:45:03+00:00,sgtbut,"Gue benci orang lemah,gue benci anjing!",anjing
2022-06-28 08:45:00+00:00,peluwang,@Askrlfess ANJING LAH YA,anjing
2022-06-28 08:44:50+00:00,acebeez,sad bgt si anjing https://t.co/ePYCSml6OT,anjing
2022-06-28 08:44:50+00:00,remajajompox,@jeaelah Anjing bikin naik darah kan !!,anjing
2022-06-28 08:44:47+00:00,kingabdulahadam,@MprAldo @tamim_pardede Nyali bacod anjing rabies. Selalu menghina ulama..itu nyali banci laknat. sok2an ngmg islam tp menghina ulama.,anjing
2022-06-28 08:44:39+00:00,RlLMIN,malu-maluin anjing,anjing
2022-06-28 08:44:37+00:00,calcafier,"trus kena spoilernya In This Life, I Will Be The Lord, suami bibinya tia yg gue anggap orang baik, bapaknya si kemb… https://t.co/D6kviOn6M4",anjing
2022-06-28 08:44:37+00:00,vhdayn,"@AREAJULID ga usah aneh² bisa ga si anjirr, idup w dah susah jgn lu tambahin susah anjing",anjing
2022-06-28 08:44:36+00:00,hanyajungkook,@taenoosaurus DIH ANJING KALAU LO TRAUMA GAUSAH BAWA BAWA ANAK LO,anjing
2022-06-28 08:44:36+00:00,SiawPunch,"@S4N_W1B1 @jokowi Namanya anjing, ya harus setia menyembah gub. dari yaman.",anjing
2022-06-28 08:44:32+00:00,spebrm,"@sbmptnfess iya anjing gue ui undip tamggal sama, jam sama. kesel bgt https://t.co/v0J6TLkZXg",anjing
2022-06-28 08:44:31+00:00,purvlejn,kaya orang bego anjing,anjing
2022-06-28 08:44:27+00:00,yurwelll,@twinkleteaaa ENGGAK ANJING GUE GAK ADA KUOTA,anjing
2022-06-28 08:44:22+00:00,lovingjewoo,plis ya anjrit ni ade sepupu guee lo kek anjing,anjing
2022-06-28 08:44:17+00:00,coworenjun,"susah anjing punya temen gay, minta cium mulu moga lu kecium lele deh",anjing
2022-06-28 08:44:16+00:00,dipelukyunjin,anjing nikah ajalah yuk vegas https://t.co/UMiNIaOd8y,anjing
2022-06-28 08:44:08+00:00,pacrdon,@pcyodz anjing wkwkwkwk heh,anjing
2022-06-28 08:44:04+00:00,gentsemane,@sendagurah Anjing,anjing
2022-06-28 08:44:03+00:00,azazelllI,Haduh anjing,anjing
2022-06-28 08:43:56+00:00,Hrlynasiahaan,anjing cape aku ngemaskan kamar yak,anjing
2022-06-28 08:43:52+00:00,theJiminJk,sakit jiwa anjing yg pda ngurusin sexualitas orang. get the hell out ihh.. otak lu pda kudu dikuras.,anjing
2022-06-28 08:43:46+00:00,befinkagf,"@melucuw anjing kok bs, tutor yel",anjing
2022-06-28 08:43:44+00:00,putragaruda27,"Anjing mengonggong tanpa otak, pecah belah rakyat, anjing qodari https://t.co/srZLwpfrEH",anjing
2022-06-28 08:43:27+00:00,fruitstea10,anjing,anjing
2022-06-28 08:43:26+00:00,SwaggyYoyon,@convomfs KESEL SUMPAH MAIN INI😭 INCERANKU GA DAPET ANJING😭😭😭 WALAUPUN GAME TETEP BERTEPUK SEBELAH TANGAN W😭😭,anjing
2022-06-28 08:43:22+00:00,simpfornicsap,Sedih banget anjing,anjing
2022-06-28 08:43:20+00:00,YOONSUeit,@CHANGWOOKeit @YERIeit anjing baang bahasa lu ngendus banget seakan-akan gua tainya bang Ian 😭,anjing
2022-06-28 08:43:11+00:00,dlyrids,anjing kenapa gua muter muter cuy,anjing
2022-06-28 08:43:03+00:00,cokqlat,@cursedkidd bnyak tnya anjing,anjing
2022-06-28 08:42:52+00:00,HAEIYUU,"apa motivasi bocil buka paksa pintu mobil gua ampe alarm mobil gua bunyi, abis tu dia lari pas gua tanya jawabnya '… https://t.co/Ft4pEk8oqL",anjing
2022-06-28 08:42:50+00:00,jnjmists,@userrujak ANJING RAME BGT,anjing
2022-06-28 08:42:48+00:00,sayanganjing,"anjing pelacak sering digunakan dalam pencarian tersangka, penangkapan, pengejaran, pencarian barang bukti dan pencarian mayat.",anjing
2022-06-28 08:42:45+00:00,lookatmebestie,"yaAllah😭😭
ini kulitnya gaada yg luka kan? kasian meng nya bakal kedinginan
berani banget anjing petshopnya, kesel… https://t.co/cgHkODSdDM",anjing
2022-06-28 08:42:41+00:00,abellagituru,@omiiroz Yang bener pala kucing apa anjing?,anjing
2022-06-28 08:42:36+00:00,vanillatteaaa_,"yg punya anjing kecil bisaa dm aku yaa! dom tangerang. thank youu!
haloo, aku sedang mencari anjing kecil yang sed… https://t.co/deVKuwqLdT",anjing
2022-06-28 08:42:33+00:00,jungkookcape,"bajingan ! kemana lo semua pas jimin di hate gara"" main di club ! 
lalu apa beda nya sama manusia anjing satu ini?!… https://t.co/RcVJ9tHRtk",anjing
2022-06-28 08:42:32+00:00,Jeongf31,Anjing malah ga merasa 😭😭😂,anjing
2022-06-28 08:42:30+00:00,jjbutterfly_,@nominstoryy ANJING KAGET GUE 😭😭 HAWT BANGET BTW HUH HAH🥵🥵,anjing
2022-06-28 08:42:27+00:00,sapikraft,@siepaIing @convomfs lu anjing,anjing
2022-06-28 08:42:19+00:00,rungsinx,Awewe teu gablek uteuk tah kieu anjing https://t.co/kKGPk9xnM0,anjing
2022-06-28 08:42:13+00:00,lopehunter_,@candraira1 @Zieus_ @cursedkidd yangg benerr kucing apa anjing?,anjing
2022-06-28 08:42:08+00:00,wkwkonslet,@ohgoshnahliya iya anjing gw tkt mana gw typo,anjing
2022-06-28 08:41:58+00:00,elnath_eos,"pengen ngomong kasar 
anjing
anjing
anjing",anjing
2022-06-28 08:41:55+00:00,dipelukyunjin,ngomtol apa apaan anjing lucunyah https://t.co/55o2RKXgEP,anjing
2022-06-28 08:41:49+00:00,kitamakiro,@ggieyo_o KAN SP TAU GW YG DAPET ANJING☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️,anjing
2022-06-28 08:41:40+00:00,dararins,alias anjing dah gapunya uang lagi gue,anjing
2022-06-28 08:41:40+00:00,jublasmaratus,@kopijon12 @BoysEscobar @FWBESS Motor anjing maksudnya,anjing
2022-06-28 08:41:35+00:00,titieknurrima,Jika ada yg bersedia bisa langsung menghubungi saya. Kondisi anjing saat ini setelah operasi tumor payudara sangat… https://t.co/9i2uJVey5i,anjing
2022-06-28 08:41:34+00:00,titieknurrima,"Dibutuhkan segera donor darah u/ anjing kakak saya. Persyaratan:
1. Sehat
2. Vaksin lengkap
3. Berat min 25kg
4. Ti… https://t.co/mv1wsNJmY2",anjing
2022-06-28 08:41:34+00:00,najmahadid,anjing jd sesek babi,anjing
2022-06-28 08:41:24+00:00,adekchangbin,Mau gua tonjok tu muka anjing,anjing
2022-06-28 08:41:24+00:00,gaakgunnaaa,"Gua bingung banget anjing mau kemana, ahhh ngentot ajalah",anjing
2022-06-28 08:41:22+00:00,universetwelve,@memefess Anjing berkhayal-nya lebih parah dari k-poper. Udah nggak tertolong ini fans MU 🫤.,anjing
2022-06-28 08:41:18+00:00,cutejjareu_,Anjing,anjing
2022-06-28 08:40:42+00:00,joulliesanchez,@haiixuxi Anjing,anjing
2022-06-28 08:40:39+00:00,anakkoyo,Si anjing 🤬,anjing
2022-06-28 08:40:38+00:00,garfieldmalang,faakkkk anjing bkn salah siapa-siapa tp pengen nyalahin orang,anjing
2022-06-28 08:40:34+00:00,yanto_sutandi,@BEMUI_Official Pasukan nasi bungkus anjing!!!,anjing
2022-06-28 08:40:30+00:00,finemeaa,ANJING GALBURT GALAU BRUTAL,anjing
2022-06-28 08:40:27+00:00,kookminez,"si paling anjing, musnah kalian setan, benci bgt",anjing
2022-06-28 08:40:23+00:00,kamisatowu,@anyairy ANJING,anjing
2022-06-28 08:48:46+00:00,coolestxEl,"Handsome nya aku, nanti kurus lagi handsome ada sharp jawline balik peh time tu semua aku reject hah padan muka ber… https://t.co/bnsy6qyD2Y",kurus
2022-06-28 08:47:08+00:00,huskypow,Apa sih orang ini? Mintanya program kurus tapi minum alkohol terus?? 😔😔😔,kurus
2022-06-28 08:46:19+00:00,Ibnusetyopamung,@GunRomli Sebentar lagi kurus trs penyakitan,kurus
2022-06-28 08:43:58+00:00,idkitjustbored,"Mau kurus, tapi…
“Kalian diluar ga? Titip nasi padang ya.”",kurus
2022-06-28 08:42:26+00:00,vania270589,"@estywukak Gak kok ess ga kurus² banget jg aslinya 😅 klo menurutku emang ramping tapi bukan yg kurus macem thn 2020 itu :"")",kurus
2022-06-28 08:42:04+00:00,almasmachilla,Tapi kalo karna ini aku jadi kurus seminggu turun 4kg kaya dulu lagi gpp deh😭,kurus
2022-06-28 08:41:02+00:00,lamalvamia,@ryomne HAH INI KURUS BGT.. kaya wendy pas red flavor :'(,kurus
2022-06-28 08:41:02+00:00,estywukak,@vania270589 Tapi kek makin kurus 🥺,kurus
2022-06-28 08:40:58+00:00,Bocah__Kurus,"@ratnaagstnty Tidak perlu risau, karna ada
-Akulaku
-Kredivo
-Kreditpintar
Dan berbagai macam gestun lainnya",kurus
